"HealthTopicCode","MeasureCode","TimeUnit","TimeCode","GeoCode","XValue","XLabel","YValue","YLabel","ZValue","N"
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","FR",6,"65+",1,"Male",44,904
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","FR",1,"0-4",2,"Female",6,904
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","FR",2,"5-14",2,"Female",11,904
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","FR",3,"15-24",2,"Female",61,904
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","FR",4,"25-44",2,"Female",207,904
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","FR",5,"45-64",2,"Female",138,904
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","FR",6,"65+",2,"Female",34,904
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","HU",1,"0-4",1,"Male",0,12
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","HU",2,"5-14",1,"Male",0,12
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","HU",3,"15-24",1,"Male",0,12
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","HU",4,"25-44",1,"Male",3,12
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","HU",5,"45-64",1,"Male",5,12
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","HU",6,"65+",1,"Male",0,12
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","HU",1,"0-4",2,"Female",0,12
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","HU",2,"5-14",2,"Female",1,12
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","HU",3,"15-24",2,"Female",0,12
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","HU",4,"25-44",2,"Female",2,12
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","HU",5,"45-64",2,"Female",1,12
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","HU",6,"65+",2,"Female",0,12
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","HU",1,"0-4",1,"Male",0,24
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","HU",2,"5-14",1,"Male",0,24
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","HU",3,"15-24",1,"Male",0,24
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","HU",4,"25-44",1,"Male",9,24
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","HU",5,"45-64",1,"Male",2,24
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","HU",6,"65+",1,"Male",0,24
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","HU",1,"0-4",2,"Female",0,24
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","HU",2,"5-14",2,"Female",0,24
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","HU",3,"15-24",2,"Female",2,24
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","HU",4,"25-44",2,"Female",8,24
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","HU",5,"45-64",2,"Female",3,24
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","HU",6,"65+",2,"Female",0,24
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","HU",1,"0-4",1,"Male",0,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","HU",2,"5-14",1,"Male",0,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","HU",3,"15-24",1,"Male",1,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","HU",4,"25-44",1,"Male",5,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","HU",5,"45-64",1,"Male",4,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","HU",6,"65+",1,"Male",0,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","HU",1,"0-4",2,"Female",0,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","HU",2,"5-14",2,"Female",0,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","HU",3,"15-24",2,"Female",0,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","HU",4,"25-44",2,"Female",7,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","HU",5,"45-64",2,"Female",0,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","HU",6,"65+",2,"Female",0,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","HU",1,"0-4",1,"Male",0,14
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","HU",2,"5-14",1,"Male",0,14
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","HU",3,"15-24",1,"Male",0,14
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","HU",4,"25-44",1,"Male",3,14
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","HU",5,"45-64",1,"Male",2,14
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","HU",6,"65+",1,"Male",1,14
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","HU",1,"0-4",2,"Female",0,14
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","HU",2,"5-14",2,"Female",0,14
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","HU",3,"15-24",2,"Female",0,14
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","HU",4,"25-44",2,"Female",5,14
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","HU",5,"45-64",2,"Female",3,14
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","HU",6,"65+",2,"Female",0,14
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","HU",1,"0-4",1,"Male",0,44
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","HU",2,"5-14",1,"Male",0,44
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","HU",3,"15-24",1,"Male",0,44
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","HU",4,"25-44",1,"Male",10,44
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","HU",5,"45-64",1,"Male",5,44
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","HU",6,"65+",1,"Male",0,44
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","HU",1,"0-4",2,"Female",0,44
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","HU",2,"5-14",2,"Female",1,44
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","HU",3,"15-24",2,"Female",0,44
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","HU",4,"25-44",2,"Female",20,44
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","HU",5,"45-64",2,"Female",6,44
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","HU",6,"65+",2,"Female",2,44
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IE",1,"0-4",1,"Male",0,8
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IE",2,"5-14",1,"Male",0,8
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IE",3,"15-24",1,"Male",0,8
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IE",4,"25-44",1,"Male",1,8
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IE",5,"45-64",1,"Male",1,8
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IE",6,"65+",1,"Male",0,8
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IE",1,"0-4",2,"Female",0,8
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IE",2,"5-14",2,"Female",0,8
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IE",3,"15-24",2,"Female",1,8
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IE",4,"25-44",2,"Female",4,8
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IE",5,"45-64",2,"Female",1,8
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IE",6,"65+",2,"Female",0,8
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IE",1,"0-4",1,"Male",0,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IE",2,"5-14",1,"Male",1,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IE",3,"15-24",1,"Male",3,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IE",4,"25-44",1,"Male",0,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IE",5,"45-64",1,"Male",2,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IE",6,"65+",1,"Male",0,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IE",1,"0-4",2,"Female",0,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IE",2,"5-14",2,"Female",0,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IE",3,"15-24",2,"Female",1,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IE",4,"25-44",2,"Female",8,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IE",5,"45-64",2,"Female",3,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IE",6,"65+",2,"Female",0,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IE",1,"0-4",1,"Male",0,10
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IE",2,"5-14",1,"Male",0,10
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IE",3,"15-24",1,"Male",2,10
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IE",4,"25-44",1,"Male",3,10
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IE",5,"45-64",1,"Male",2,10
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IE",6,"65+",1,"Male",0,10
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IE",1,"0-4",2,"Female",0,10
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IE",2,"5-14",2,"Female",0,10
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IE",3,"15-24",2,"Female",1,10
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IE",4,"25-44",2,"Female",1,10
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IE",5,"45-64",2,"Female",0,10
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IE",6,"65+",2,"Female",1,10
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IE",1,"0-4",1,"Male",0,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IE",2,"5-14",1,"Male",2,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IE",3,"15-24",1,"Male",6,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IE",4,"25-44",1,"Male",2,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IE",5,"45-64",1,"Male",3,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IE",6,"65+",1,"Male",0,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IE",1,"0-4",2,"Female",1,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IE",2,"5-14",2,"Female",0,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IE",3,"15-24",2,"Female",0,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IE",4,"25-44",2,"Female",3,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IE",5,"45-64",2,"Female",0,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IE",6,"65+",2,"Female",0,17
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IE",1,"0-4",1,"Male",0,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IE",2,"5-14",1,"Male",1,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IE",3,"15-24",1,"Male",3,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IE",4,"25-44",1,"Male",5,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IE",5,"45-64",1,"Male",1,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IE",6,"65+",1,"Male",0,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IE",1,"0-4",2,"Female",0,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IE",2,"5-14",2,"Female",0,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IE",3,"15-24",2,"Female",2,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IE",4,"25-44",2,"Female",6,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IE",5,"45-64",2,"Female",0,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IE",6,"65+",2,"Female",0,18
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IS",1,"0-4",1,"Male",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IS",2,"5-14",1,"Male",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IS",3,"15-24",1,"Male",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IS",4,"25-44",1,"Male",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IS",5,"45-64",1,"Male",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IS",6,"65+",1,"Male",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IS",1,"0-4",2,"Female",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IS",2,"5-14",2,"Female",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IS",3,"15-24",2,"Female",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IS",4,"25-44",2,"Female",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IS",5,"45-64",2,"Female",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IS",6,"65+",2,"Female",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IS",1,"0-4",1,"Male",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IS",2,"5-14",1,"Male",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IS",3,"15-24",1,"Male",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IS",4,"25-44",1,"Male",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IS",5,"45-64",1,"Male",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IS",6,"65+",1,"Male",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IS",1,"0-4",2,"Female",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IS",2,"5-14",2,"Female",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IS",3,"15-24",2,"Female",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IS",4,"25-44",2,"Female",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IS",5,"45-64",2,"Female",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IS",6,"65+",2,"Female",0,0
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IS",1,"0-4",1,"Male",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IS",2,"5-14",1,"Male",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IS",3,"15-24",1,"Male",1,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IS",4,"25-44",1,"Male",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IS",5,"45-64",1,"Male",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IS",6,"65+",1,"Male",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IS",1,"0-4",2,"Female",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IS",2,"5-14",2,"Female",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IS",3,"15-24",2,"Female",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IS",4,"25-44",2,"Female",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IS",5,"45-64",2,"Female",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IS",6,"65+",2,"Female",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IS",1,"0-4",1,"Male",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IS",2,"5-14",1,"Male",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IS",3,"15-24",1,"Male",1,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IS",4,"25-44",1,"Male",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IS",5,"45-64",1,"Male",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IS",6,"65+",1,"Male",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IS",1,"0-4",2,"Female",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IS",2,"5-14",2,"Female",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IS",3,"15-24",2,"Female",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IS",4,"25-44",2,"Female",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IS",5,"45-64",2,"Female",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IS",6,"65+",2,"Female",0,1
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IS",1,"0-4",1,"Male",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IS",2,"5-14",1,"Male",1,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IS",3,"15-24",1,"Male",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IS",4,"25-44",1,"Male",2,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IS",5,"45-64",1,"Male",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IS",6,"65+",1,"Male",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IS",1,"0-4",2,"Female",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IS",2,"5-14",2,"Female",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IS",3,"15-24",2,"Female",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IS",4,"25-44",2,"Female",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IS",5,"45-64",2,"Female",1,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IS",6,"65+",2,"Female",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IT",1,"0-4",1,"Male",0,103
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IT",2,"5-14",1,"Male",3,103
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IT",3,"15-24",1,"Male",5,103
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IT",4,"25-44",1,"Male",30,103
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IT",5,"45-64",1,"Male",17,103
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IT",6,"65+",1,"Male",4,103
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IT",1,"0-4",2,"Female",1,103
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IT",2,"5-14",2,"Female",4,103
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IT",3,"15-24",2,"Female",4,103
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IT",4,"25-44",2,"Female",18,103
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IT",5,"45-64",2,"Female",10,103
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","IT",6,"65+",2,"Female",7,103
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IT",1,"0-4",1,"Male",0,106
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IT",2,"5-14",1,"Male",5,106
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IT",3,"15-24",1,"Male",4,106
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IT",4,"25-44",1,"Male",32,106
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IT",5,"45-64",1,"Male",10,106
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IT",6,"65+",1,"Male",4,106
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IT",1,"0-4",2,"Female",0,106
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IT",2,"5-14",2,"Female",4,106
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IT",3,"15-24",2,"Female",7,106
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IT",4,"25-44",2,"Female",19,106
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IT",5,"45-64",2,"Female",19,106
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","IT",6,"65+",2,"Female",0,106
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IT",1,"0-4",1,"Male",0,95
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IT",2,"5-14",1,"Male",4,95
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IT",3,"15-24",1,"Male",8,95
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IT",4,"25-44",1,"Male",17,95
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IT",5,"45-64",1,"Male",22,95
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IT",6,"65+",1,"Male",4,95
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IT",1,"0-4",2,"Female",2,95
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IT",2,"5-14",2,"Female",2,95
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IT",3,"15-24",2,"Female",3,95
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IT",4,"25-44",2,"Female",24,95
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IT",5,"45-64",2,"Female",7,95
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","IT",6,"65+",2,"Female",1,95
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IT",1,"0-4",1,"Male",1,108
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IT",2,"5-14",1,"Male",5,108
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IT",3,"15-24",1,"Male",5,108
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IT",4,"25-44",1,"Male",28,108
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IT",5,"45-64",1,"Male",22,108
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IT",6,"65+",1,"Male",0,108
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IT",1,"0-4",2,"Female",0,108
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IT",2,"5-14",2,"Female",3,108
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IT",3,"15-24",2,"Female",5,108
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IT",4,"25-44",2,"Female",27,108
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IT",5,"45-64",2,"Female",9,108
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2018","IT",6,"65+",2,"Female",2,108
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IT",1,"0-4",1,"Male",1,231
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IT",2,"5-14",1,"Male",13,231
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IT",3,"15-24",1,"Male",12,231
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IT",4,"25-44",1,"Male",51,231
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IT",5,"45-64",1,"Male",29,231
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IT",6,"65+",1,"Male",11,231
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IT",1,"0-4",2,"Female",1,231
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IT",2,"5-14",2,"Female",6,231
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IT",3,"15-24",2,"Female",20,231
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IT",4,"25-44",2,"Female",51,231
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IT",5,"45-64",2,"Female",30,231
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2019","IT",6,"65+",2,"Female",4,231
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","LT",1,"0-4",1,"Male",0,9
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","LT",2,"5-14",1,"Male",0,9
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","LT",3,"15-24",1,"Male",0,9
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","LT",4,"25-44",1,"Male",4,9
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","LT",5,"45-64",1,"Male",0,9
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","LT",6,"65+",1,"Male",0,9
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","LT",1,"0-4",2,"Female",0,9
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","LT",2,"5-14",2,"Female",0,9
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","LT",3,"15-24",2,"Female",1,9
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","LT",4,"25-44",2,"Female",1,9
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","LT",5,"45-64",2,"Female",3,9
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2015","LT",6,"65+",2,"Female",0,9
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","LT",1,"0-4",1,"Male",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","LT",2,"5-14",1,"Male",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","LT",3,"15-24",1,"Male",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","LT",4,"25-44",1,"Male",1,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","LT",5,"45-64",1,"Male",1,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","LT",6,"65+",1,"Male",1,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","LT",1,"0-4",2,"Female",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","LT",2,"5-14",2,"Female",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","LT",3,"15-24",2,"Female",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","LT",4,"25-44",2,"Female",1,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","LT",5,"45-64",2,"Female",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2016","LT",6,"65+",2,"Female",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","LT",1,"0-4",1,"Male",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","LT",2,"5-14",1,"Male",0,4
"DENGUE","ALL.AGE_GENDER.COUNT","Y","2017","LT",3,"15-24",1,"Male",0,4
