"HealthTopicCode","MeasureCode","TimeUnit","TimeCode","GeoCode","XValue","XLabel","YValue","YLabel","ZValue","N"
"DENGUE","ALL.AGE.COUNT","Y","2015","NO",1,"0-4",0,NA,NA,98
"DENGUE","ALL.AGE.COUNT","Y","2015","NO",2,"5-14",4,NA,NA,98
"DENGUE","ALL.AGE.COUNT","Y","2015","NO",3,"15-24",15,NA,NA,98
"DENGUE","ALL.AGE.COUNT","Y","2015","NO",4,"25-44",44,NA,NA,98
"DENGUE","ALL.AGE.COUNT","Y","2015","NO",5,"45-64",28,NA,NA,98
"DENGUE","ALL.AGE.COUNT","Y","2015","NO",6,"65+",7,NA,NA,98
"DENGUE","ALL.AGE.COUNT","Y","2016","NO",1,"0-4",2,NA,NA,64
"DENGUE","ALL.AGE.COUNT","Y","2016","NO",2,"5-14",2,NA,NA,64
"DENGUE","ALL.AGE.COUNT","Y","2016","NO",3,"15-24",11,NA,NA,64
"DENGUE","ALL.AGE.COUNT","Y","2016","NO",4,"25-44",32,NA,NA,64
"DENGUE","ALL.AGE.COUNT","Y","2016","NO",5,"45-64",13,NA,NA,64
"DENGUE","ALL.AGE.COUNT","Y","2016","NO",6,"65+",4,NA,NA,64
"DENGUE","ALL.AGE.COUNT","Y","2017","NO",1,"0-4",0,NA,NA,35
"DENGUE","ALL.AGE.COUNT","Y","2017","NO",2,"5-14",1,NA,NA,35
"DENGUE","ALL.AGE.COUNT","Y","2017","NO",3,"15-24",3,NA,NA,35
"DENGUE","ALL.AGE.COUNT","Y","2017","NO",4,"25-44",20,NA,NA,35
"DENGUE","ALL.AGE.COUNT","Y","2017","NO",5,"45-64",9,NA,NA,35
"DENGUE","ALL.AGE.COUNT","Y","2017","NO",6,"65+",2,NA,NA,35
"DENGUE","ALL.AGE.COUNT","Y","2018","NO",1,"0-4",0,NA,NA,49
"DENGUE","ALL.AGE.COUNT","Y","2018","NO",2,"5-14",0,NA,NA,49
"DENGUE","ALL.AGE.COUNT","Y","2018","NO",3,"15-24",10,NA,NA,49
"DENGUE","ALL.AGE.COUNT","Y","2018","NO",4,"25-44",17,NA,NA,49
"DENGUE","ALL.AGE.COUNT","Y","2018","NO",5,"45-64",14,NA,NA,49
"DENGUE","ALL.AGE.COUNT","Y","2018","NO",6,"65+",8,NA,NA,49
"DENGUE","ALL.AGE.COUNT","Y","2019","NO",1,"0-4",1,NA,NA,102
"DENGUE","ALL.AGE.COUNT","Y","2019","NO",2,"5-14",3,NA,NA,102
"DENGUE","ALL.AGE.COUNT","Y","2019","NO",3,"15-24",12,NA,NA,102
"DENGUE","ALL.AGE.COUNT","Y","2019","NO",4,"25-44",43,NA,NA,102
"DENGUE","ALL.AGE.COUNT","Y","2019","NO",5,"45-64",34,NA,NA,102
"DENGUE","ALL.AGE.COUNT","Y","2019","NO",6,"65+",9,NA,NA,102
"DENGUE","ALL.AGE.COUNT","Y","2015","NL",1,"0-4",0,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2015","NL",2,"5-14",0,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2015","NL",3,"15-24",1,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2015","NL",4,"25-44",5,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2015","NL",5,"45-64",4,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2015","NL",6,"65+",8,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2016","NL",1,"0-4",0,NA,NA,6
"DENGUE","ALL.AGE.COUNT","Y","2016","NL",2,"5-14",0,NA,NA,6
"DENGUE","ALL.AGE.COUNT","Y","2016","NL",3,"15-24",0,NA,NA,6
"DENGUE","ALL.AGE.COUNT","Y","2016","NL",4,"25-44",2,NA,NA,6
"DENGUE","ALL.AGE.COUNT","Y","2016","NL",5,"45-64",3,NA,NA,6
"DENGUE","ALL.AGE.COUNT","Y","2016","NL",6,"65+",1,NA,NA,6
"DENGUE","ALL.AGE.COUNT","Y","2017","NL",1,"0-4",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2017","NL",2,"5-14",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2017","NL",3,"15-24",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2017","NL",4,"25-44",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2017","NL",5,"45-64",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2017","NL",6,"65+",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2018","NL",1,"0-4",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2018","NL",2,"5-14",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2018","NL",3,"15-24",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2018","NL",4,"25-44",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2018","NL",5,"45-64",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2018","NL",6,"65+",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2019","NL",1,"0-4",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2019","NL",2,"5-14",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2019","NL",3,"15-24",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2019","NL",4,"25-44",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2019","NL",5,"45-64",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2019","NL",6,"65+",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2015","MT",1,"0-4",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2015","MT",2,"5-14",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2015","MT",3,"15-24",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2015","MT",4,"25-44",1,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2015","MT",5,"45-64",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2015","MT",6,"65+",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2016","MT",1,"0-4",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2016","MT",2,"5-14",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2016","MT",3,"15-24",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2016","MT",4,"25-44",1,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2016","MT",5,"45-64",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2016","MT",6,"65+",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2017","MT",1,"0-4",0,NA,NA,3
"DENGUE","ALL.AGE.COUNT","Y","2017","MT",2,"5-14",0,NA,NA,3
"DENGUE","ALL.AGE.COUNT","Y","2017","MT",3,"15-24",0,NA,NA,3
"DENGUE","ALL.AGE.COUNT","Y","2017","MT",4,"25-44",2,NA,NA,3
"DENGUE","ALL.AGE.COUNT","Y","2017","MT",5,"45-64",1,NA,NA,3
"DENGUE","ALL.AGE.COUNT","Y","2017","MT",6,"65+",0,NA,NA,3
"DENGUE","ALL.AGE.COUNT","Y","2018","MT",1,"0-4",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2018","MT",2,"5-14",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2018","MT",3,"15-24",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2018","MT",4,"25-44",1,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2018","MT",5,"45-64",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2018","MT",6,"65+",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2019","MT",1,"0-4",0,NA,NA,2
"DENGUE","ALL.AGE.COUNT","Y","2019","MT",2,"5-14",0,NA,NA,2
"DENGUE","ALL.AGE.COUNT","Y","2019","MT",3,"15-24",0,NA,NA,2
"DENGUE","ALL.AGE.COUNT","Y","2019","MT",4,"25-44",1,NA,NA,2
"DENGUE","ALL.AGE.COUNT","Y","2019","MT",5,"45-64",1,NA,NA,2
"DENGUE","ALL.AGE.COUNT","Y","2019","MT",6,"65+",0,NA,NA,2
"DENGUE","ALL.AGE.COUNT","Y","2015","LV",1,"0-4",0,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2015","LV",2,"5-14",0,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2015","LV",3,"15-24",0,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2015","LV",4,"25-44",4,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2015","LV",5,"45-64",0,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2015","LV",6,"65+",0,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2016","LV",1,"0-4",0,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2016","LV",2,"5-14",0,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2016","LV",3,"15-24",1,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2016","LV",4,"25-44",6,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2016","LV",5,"45-64",2,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2016","LV",6,"65+",0,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2017","LV",1,"0-4",0,NA,NA,13
"DENGUE","ALL.AGE.COUNT","Y","2017","LV",2,"5-14",0,NA,NA,13
"DENGUE","ALL.AGE.COUNT","Y","2017","LV",3,"15-24",1,NA,NA,13
"DENGUE","ALL.AGE.COUNT","Y","2017","LV",4,"25-44",8,NA,NA,13
"DENGUE","ALL.AGE.COUNT","Y","2017","LV",5,"45-64",4,NA,NA,13
"DENGUE","ALL.AGE.COUNT","Y","2017","LV",6,"65+",0,NA,NA,13
"DENGUE","ALL.AGE.COUNT","Y","2018","LV",1,"0-4",0,NA,NA,12
"DENGUE","ALL.AGE.COUNT","Y","2018","LV",2,"5-14",0,NA,NA,12
"DENGUE","ALL.AGE.COUNT","Y","2018","LV",3,"15-24",2,NA,NA,12
"DENGUE","ALL.AGE.COUNT","Y","2018","LV",4,"25-44",8,NA,NA,12
"DENGUE","ALL.AGE.COUNT","Y","2018","LV",5,"45-64",2,NA,NA,12
"DENGUE","ALL.AGE.COUNT","Y","2018","LV",6,"65+",0,NA,NA,12
"DENGUE","ALL.AGE.COUNT","Y","2019","LV",1,"0-4",0,NA,NA,11
"DENGUE","ALL.AGE.COUNT","Y","2019","LV",2,"5-14",0,NA,NA,11
"DENGUE","ALL.AGE.COUNT","Y","2019","LV",3,"15-24",1,NA,NA,11
"DENGUE","ALL.AGE.COUNT","Y","2019","LV",4,"25-44",9,NA,NA,11
"DENGUE","ALL.AGE.COUNT","Y","2019","LV",5,"45-64",1,NA,NA,11
"DENGUE","ALL.AGE.COUNT","Y","2019","LV",6,"65+",0,NA,NA,11
"DENGUE","ALL.AGE.COUNT","Y","2015","LU",1,"0-4",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2015","LU",2,"5-14",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2015","LU",3,"15-24",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2015","LU",4,"25-44",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2015","LU",5,"45-64",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2015","LU",6,"65+",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2016","LU",1,"0-4",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2016","LU",2,"5-14",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2016","LU",3,"15-24",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2016","LU",4,"25-44",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2016","LU",5,"45-64",1,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2016","LU",6,"65+",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2017","LU",1,"0-4",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2017","LU",2,"5-14",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2017","LU",3,"15-24",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2017","LU",4,"25-44",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2017","LU",5,"45-64",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2017","LU",6,"65+",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2018","LU",1,"0-4",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2018","LU",2,"5-14",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2018","LU",3,"15-24",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2018","LU",4,"25-44",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2018","LU",5,"45-64",1,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2018","LU",6,"65+",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2019","LU",1,"0-4",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2019","LU",2,"5-14",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2019","LU",3,"15-24",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2019","LU",4,"25-44",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2019","LU",5,"45-64",1,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2019","LU",6,"65+",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2015","LT",1,"0-4",0,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2015","LT",2,"5-14",0,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2015","LT",3,"15-24",1,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2015","LT",4,"25-44",5,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2015","LT",5,"45-64",3,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2015","LT",6,"65+",0,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2016","LT",1,"0-4",0,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2016","LT",2,"5-14",0,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2016","LT",3,"15-24",0,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2016","LT",4,"25-44",2,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2016","LT",5,"45-64",1,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2016","LT",6,"65+",1,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2017","LT",1,"0-4",0,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2017","LT",2,"5-14",0,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2017","LT",3,"15-24",0,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2017","LT",4,"25-44",3,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2017","LT",5,"45-64",1,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2017","LT",6,"65+",0,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2018","LT",1,"0-4",0,NA,NA,8
"DENGUE","ALL.AGE.COUNT","Y","2018","LT",2,"5-14",1,NA,NA,8
"DENGUE","ALL.AGE.COUNT","Y","2018","LT",3,"15-24",0,NA,NA,8
"DENGUE","ALL.AGE.COUNT","Y","2018","LT",4,"25-44",5,NA,NA,8
"DENGUE","ALL.AGE.COUNT","Y","2018","LT",5,"45-64",2,NA,NA,8
"DENGUE","ALL.AGE.COUNT","Y","2018","LT",6,"65+",0,NA,NA,8
"DENGUE","ALL.AGE.COUNT","Y","2019","LT",1,"0-4",0,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2019","LT",2,"5-14",1,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2019","LT",3,"15-24",2,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2019","LT",4,"25-44",6,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2019","LT",5,"45-64",0,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2019","LT",6,"65+",0,NA,NA,9
"DENGUE","ALL.AGE.COUNT","Y","2015","IT",1,"0-4",1,NA,NA,103
"DENGUE","ALL.AGE.COUNT","Y","2015","IT",2,"5-14",7,NA,NA,103
"DENGUE","ALL.AGE.COUNT","Y","2015","IT",3,"15-24",9,NA,NA,103
"DENGUE","ALL.AGE.COUNT","Y","2015","IT",4,"25-44",48,NA,NA,103
"DENGUE","ALL.AGE.COUNT","Y","2015","IT",5,"45-64",27,NA,NA,103
"DENGUE","ALL.AGE.COUNT","Y","2015","IT",6,"65+",11,NA,NA,103
"DENGUE","ALL.AGE.COUNT","Y","2016","IT",1,"0-4",0,NA,NA,106
"DENGUE","ALL.AGE.COUNT","Y","2016","IT",2,"5-14",9,NA,NA,106
"DENGUE","ALL.AGE.COUNT","Y","2016","IT",3,"15-24",11,NA,NA,106
"DENGUE","ALL.AGE.COUNT","Y","2016","IT",4,"25-44",52,NA,NA,106
"DENGUE","ALL.AGE.COUNT","Y","2016","IT",5,"45-64",29,NA,NA,106
"DENGUE","ALL.AGE.COUNT","Y","2016","IT",6,"65+",4,NA,NA,106
"DENGUE","ALL.AGE.COUNT","Y","2017","IT",1,"0-4",2,NA,NA,95
"DENGUE","ALL.AGE.COUNT","Y","2017","IT",2,"5-14",6,NA,NA,95
"DENGUE","ALL.AGE.COUNT","Y","2017","IT",3,"15-24",11,NA,NA,95
"DENGUE","ALL.AGE.COUNT","Y","2017","IT",4,"25-44",41,NA,NA,95
"DENGUE","ALL.AGE.COUNT","Y","2017","IT",5,"45-64",29,NA,NA,95
"DENGUE","ALL.AGE.COUNT","Y","2017","IT",6,"65+",5,NA,NA,95
"DENGUE","ALL.AGE.COUNT","Y","2018","IT",1,"0-4",1,NA,NA,108
"DENGUE","ALL.AGE.COUNT","Y","2018","IT",2,"5-14",8,NA,NA,108
"DENGUE","ALL.AGE.COUNT","Y","2018","IT",3,"15-24",10,NA,NA,108
"DENGUE","ALL.AGE.COUNT","Y","2018","IT",4,"25-44",55,NA,NA,108
"DENGUE","ALL.AGE.COUNT","Y","2018","IT",5,"45-64",31,NA,NA,108
"DENGUE","ALL.AGE.COUNT","Y","2018","IT",6,"65+",2,NA,NA,108
"DENGUE","ALL.AGE.COUNT","Y","2019","IT",1,"0-4",2,NA,NA,231
"DENGUE","ALL.AGE.COUNT","Y","2019","IT",2,"5-14",19,NA,NA,231
"DENGUE","ALL.AGE.COUNT","Y","2019","IT",3,"15-24",32,NA,NA,231
"DENGUE","ALL.AGE.COUNT","Y","2019","IT",4,"25-44",102,NA,NA,231
"DENGUE","ALL.AGE.COUNT","Y","2019","IT",5,"45-64",59,NA,NA,231
"DENGUE","ALL.AGE.COUNT","Y","2019","IT",6,"65+",15,NA,NA,231
"DENGUE","ALL.AGE.COUNT","Y","2015","IS",1,"0-4",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2015","IS",2,"5-14",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2015","IS",3,"15-24",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2015","IS",4,"25-44",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2015","IS",5,"45-64",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2015","IS",6,"65+",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2016","IS",1,"0-4",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2016","IS",2,"5-14",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2016","IS",3,"15-24",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2016","IS",4,"25-44",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2016","IS",5,"45-64",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2016","IS",6,"65+",0,NA,NA,0
"DENGUE","ALL.AGE.COUNT","Y","2017","IS",1,"0-4",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2017","IS",2,"5-14",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2017","IS",3,"15-24",1,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2017","IS",4,"25-44",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2017","IS",5,"45-64",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2017","IS",6,"65+",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2018","IS",1,"0-4",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2018","IS",2,"5-14",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2018","IS",3,"15-24",1,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2018","IS",4,"25-44",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2018","IS",5,"45-64",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2018","IS",6,"65+",0,NA,NA,1
"DENGUE","ALL.AGE.COUNT","Y","2019","IS",1,"0-4",0,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2019","IS",2,"5-14",1,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2019","IS",3,"15-24",0,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2019","IS",4,"25-44",2,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2019","IS",5,"45-64",1,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2019","IS",6,"65+",0,NA,NA,4
"DENGUE","ALL.AGE.COUNT","Y","2015","IE",1,"0-4",0,NA,NA,8
"DENGUE","ALL.AGE.COUNT","Y","2015","IE",2,"5-14",0,NA,NA,8
"DENGUE","ALL.AGE.COUNT","Y","2015","IE",3,"15-24",1,NA,NA,8
"DENGUE","ALL.AGE.COUNT","Y","2015","IE",4,"25-44",5,NA,NA,8
"DENGUE","ALL.AGE.COUNT","Y","2015","IE",5,"45-64",2,NA,NA,8
"DENGUE","ALL.AGE.COUNT","Y","2015","IE",6,"65+",0,NA,NA,8
"DENGUE","ALL.AGE.COUNT","Y","2016","IE",1,"0-4",0,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2016","IE",2,"5-14",1,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2016","IE",3,"15-24",4,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2016","IE",4,"25-44",8,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2016","IE",5,"45-64",5,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2016","IE",6,"65+",0,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2017","IE",1,"0-4",0,NA,NA,10
"DENGUE","ALL.AGE.COUNT","Y","2017","IE",2,"5-14",0,NA,NA,10
"DENGUE","ALL.AGE.COUNT","Y","2017","IE",3,"15-24",3,NA,NA,10
"DENGUE","ALL.AGE.COUNT","Y","2017","IE",4,"25-44",4,NA,NA,10
"DENGUE","ALL.AGE.COUNT","Y","2017","IE",5,"45-64",2,NA,NA,10
"DENGUE","ALL.AGE.COUNT","Y","2017","IE",6,"65+",1,NA,NA,10
"DENGUE","ALL.AGE.COUNT","Y","2018","IE",1,"0-4",1,NA,NA,17
"DENGUE","ALL.AGE.COUNT","Y","2018","IE",2,"5-14",2,NA,NA,17
"DENGUE","ALL.AGE.COUNT","Y","2018","IE",3,"15-24",6,NA,NA,17
"DENGUE","ALL.AGE.COUNT","Y","2018","IE",4,"25-44",5,NA,NA,17
"DENGUE","ALL.AGE.COUNT","Y","2018","IE",5,"45-64",3,NA,NA,17
"DENGUE","ALL.AGE.COUNT","Y","2018","IE",6,"65+",0,NA,NA,17
"DENGUE","ALL.AGE.COUNT","Y","2019","IE",1,"0-4",0,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2019","IE",2,"5-14",1,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2019","IE",3,"15-24",5,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2019","IE",4,"25-44",11,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2019","IE",5,"45-64",1,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2019","IE",6,"65+",0,NA,NA,18
"DENGUE","ALL.AGE.COUNT","Y","2015","HU",1,"0-4",0,NA,NA,12
"DENGUE","ALL.AGE.COUNT","Y","2015","HU",2,"5-14",1,NA,NA,12
"DENGUE","ALL.AGE.COUNT","Y","2015","HU",3,"15-24",0,NA,NA,12
"DENGUE","ALL.AGE.COUNT","Y","2015","HU",4,"25-44",5,NA,NA,12
"DENGUE","ALL.AGE.COUNT","Y","2015","HU",5,"45-64",6,NA,NA,12
"DENGUE","ALL.AGE.COUNT","Y","2015","HU",6,"65+",0,NA,NA,12
"DENGUE","ALL.AGE.COUNT","Y","2016","HU",1,"0-4",0,NA,NA,24
"DENGUE","ALL.AGE.COUNT","Y","2016","HU",2,"5-14",0,NA,NA,24
"DENGUE","ALL.AGE.COUNT","Y","2016","HU",3,"15-24",2,NA,NA,24
"DENGUE","ALL.AGE.COUNT","Y","2016","HU",4,"25-44",17,NA,NA,24
"DENGUE","ALL.AGE.COUNT","Y","2016","HU",5,"45-64",5,NA,NA,24
"DENGUE","ALL.AGE.COUNT","Y","2016","HU",6,"65+",0,NA,NA,24
"DENGUE","ALL.AGE.COUNT","Y","2017","HU",1,"0-4",0,NA,NA,17
"DENGUE","ALL.AGE.COUNT","Y","2017","HU",2,"5-14",0,NA,NA,17
"DENGUE","ALL.AGE.COUNT","Y","2017","HU",3,"15-24",1,NA,NA,17
"DENGUE","ALL.AGE.COUNT","Y","2017","HU",4,"25-44",12,NA,NA,17
"DENGUE","ALL.AGE.COUNT","Y","2017","HU",5,"45-64",4,NA,NA,17
"DENGUE","ALL.AGE.COUNT","Y","2017","HU",6,"65+",0,NA,NA,17
"DENGUE","ALL.AGE.COUNT","Y","2018","HU",1,"0-4",0,NA,NA,14
"DENGUE","ALL.AGE.COUNT","Y","2018","HU",2,"5-14",0,NA,NA,14
"DENGUE","ALL.AGE.COUNT","Y","2018","HU",3,"15-24",0,NA,NA,14
"DENGUE","ALL.AGE.COUNT","Y","2018","HU",4,"25-44",8,NA,NA,14
"DENGUE","ALL.AGE.COUNT","Y","2018","HU",5,"45-64",5,NA,NA,14
"DENGUE","ALL.AGE.COUNT","Y","2018","HU",6,"65+",1,NA,NA,14
"DENGUE","ALL.AGE.COUNT","Y","2019","HU",1,"0-4",0,NA,NA,44
"DENGUE","ALL.AGE.COUNT","Y","2019","HU",2,"5-14",1,NA,NA,44
"DENGUE","ALL.AGE.COUNT","Y","2019","HU",3,"15-24",0,NA,NA,44
"DENGUE","ALL.AGE.COUNT","Y","2019","HU",4,"25-44",30,NA,NA,44
"DENGUE","ALL.AGE.COUNT","Y","2019","HU",5,"45-64",11,NA,NA,44
"DENGUE","ALL.AGE.COUNT","Y","2019","HU",6,"65+",2,NA,NA,44
"DENGUE","ALL.AGE.COUNT","Y","2016","HR",1,"0-4",NA,NA,NA,2
"DENGUE","ALL.AGE.COUNT","Y","2016","HR",2,"5-14",NA,NA,NA,2
"DENGUE","ALL.AGE.COUNT","Y","2016","HR",3,"15-24",NA,NA,NA,2
"DENGUE","ALL.AGE.COUNT","Y","2016","HR",4,"25-44",NA,NA,NA,2
